stage,m,C,Omega,gamma,h0,g,r_B,N,f_re_hz,f_im_hz,Q,r_sp_m,r_sp_mm,omega_lr_rad_s,f_lr_hz,r_minus_real_m,r_turn_real_m,r_turn_imag_m,H_turn_abs,action_real,action_imag,action_abs,R_real,R_imag,R_abs,Res_real,Res_imag,Res_abs,historical_delta_f_re_hz,historical_delta_f_im_hz,historical_root_distance_hz,reference_status,verdict
6.5B4-0,-12,0.000769,0.1,2.22e-06,0.034,9.81,0.0373,1000,8.306625532027,-0.000586962309,7075.944574855999,0.020087461380721258,20.08746138072126,55.51472662927388,8.835443157444212,0.030265150841229545,0.030265151172733908,8.108992833505853e-06,2.2737410912368746e-13,0.7574822498980011,-0.00137352205770723,0.7574834951821596,0.055711329244375385,-0.995798198378311,0.9973554051087632,9.894941491817022e-05,5.632213547014653e-05,0.00011385591621240305,-5.171207599019567e-06,-1.7323370103290757e-05,1.807873169687923e-05,PASS,PASS
