m,f_re,f_im,abs_res,success,sigma_min_1e-4,sigma_min_1e-5,sigma_min_1e-6,jac_reliable
-14.869999999999981,9.815564054766046,-0.12169074736055613,4.1317602818954125e-15,True,10.326948319631096,10.334716706717877,10.335493799077458,True
-14.879999999999981,9.818063179097667,-0.12153001946293214,1.2488405268589055e-14,True,10.331026074092872,10.338800763886848,10.339578480037153,True
-14.889999999999981,9.818063206281938,-0.3878345288372984,0.9855245428474696,False,0.26260222319027343,0.2626768106647569,0.26268427109458786,True
-14.829999999999982,9.80556406996696,-0.12233407362800464,6.678201444714463e-15,True,10.310609127789403,10.318352266612969,10.319126826665666,True
-14.830499999999983,9.805689104355086,-0.12232602795383057,6.9979286851126974e-15,True,10.310813644531006,10.318557098941112,10.31933168953742,True
-14.830999999999984,9.80581413786781,-0.1223179823969441,8.440616121040728e-15,True,10.311018154384909,10.318761924802097,10.319536553063662,True
-14.831499999999984,9.805939170496819,-0.12230993691619906,1.1102230246251565e-14,True,10.311222657107267,10.31896674375873,10.319741402590871,True
-14.831999999999985,9.806064202250962,-0.12230189155430576,1.422645865968639e-14,True,10.311427152915831,10.319171555277084,10.319946246805767,True
-14.832499999999985,9.806189233126277,-0.12229384629137863,3.3514211068838185e-15,True,10.311631641778654,10.319376360412424,10.320151080756606,True
-14.832999999999986,9.80631426312502,-0.12228580113791919,5.8167634697480146e-15,True,10.311836123551176,10.319581157898234,10.320355908925913,True
-14.833499999999987,9.80643929224176,-0.12227775606688797,6.841172296658325e-15,True,10.312040598362133,10.31978594848111,10.320560729425903,True
-14.833999999999987,9.80656432048363,-0.12226971111257996,6.6883450871102045e-15,True,10.31224506623723,10.319990732644525,10.320765546443283,True
-14.834499999999988,9.806689347846973,-0.12226166625662505,1.793620188084545e-15,True,10.312449527092678,10.320195509171292,10.320970357910213,True
-14.834999999999988,9.806814374335804,-0.12225362151809546,3.828257633024338e-15,True,10.312653980960317,10.320400278959,10.321175156749334,True
-14.835499999999989,9.80693939994396,-0.12224557686638894,6.304121634963866e-15,True,10.312858427841624,10.320605040873042,10.32137995008532,True
-14.83599999999999,9.807064424682071,-0.12223753235283064,7.785228687832109e-15,True,10.31306286779514,10.320809796869353,10.321584735655453,True
-14.83649999999999,9.80718944853503,-0.12222948790323578,6.445272572083738e-15,True,10.31326730071247,10.321014546220786,10.321789519551153,True
-14.83699999999999,9.807314471516337,-0.12222144358288435,8.795496234218198e-15,True,10.31347172657993,10.321219287680726,10.321994292288348,True
-14.837499999999991,9.807439493619281,-0.12221339935856718,1.0560112026483785e-14,True,10.313676145483981,10.321424022175702,10.322199055170218,True
-14.837999999999992,9.807564514845808,-0.12220535523921418,1.2443539932062048e-14,True,10.31388055738516,10.321628750640029,10.322403821768477,True
-14.838499999999993,9.80768953519411,-0.12219731121552703,5.421936431859633e-15,True,10.314084962280178,10.321833471171496,10.322608567539534,True
-14.838999999999993,9.807814554670157,-0.12218926731603713,1.342635627393543e-14,True,10.31428936025935,10.322038184304288,10.322813316376504,True
-14.839499999999994,9.80793957326261,-0.12218122348502124,1.6622600819525912e-14,True,10.314493751148241,10.322242891457131,10.323018055307887,True
-14.839999999999995,9.808064590989526,-0.12217317980983741,1.9812504575273385e-14,True,10.314698135083868,10.32244759168961,10.323222789845914,True
-14.840499999999995,9.808189607833171,-0.12216513620368069,8.126840123743213e-15,True,10.314902512013791,10.322652283338583,10.323427511351051,True
-14.840999999999996,9.80831462379764,-0.12215709268594846,1.489944531174773e-14,True,10.315106881862668,10.322856969057355,10.323632227458434,True
-14.841499999999996,9.808439638891828,-0.12214904929938676,4.1213057840373734e-15,True,10.315311244800354,10.32306164823364,10.323836941039625,True
-14.841999999999997,9.808564653111066,-0.12214100602077443,1.0081045149458743e-14,True,10.315515600710256,10.3232663192923,10.324041637475577,True
-14.842499999999998,9.808689666453335,-0.12213296283973635,7.355384643495589e-15,True,10.315719949615918,10.323470984567415,10.32424633831942,True
-14.842999999999998,9.808814678916008,-0.12212491974302161,1.6382092209071374e-14,True,10.315924291525523,10.323675642310706,10.324451026056261,True
-14.843499999999999,9.808939690506554,-0.12211687676641074,6.653932544407802e-15,True,10.31612862640525,10.323880293256954,10.32465570792053,True
-14.844,9.8090647012221,-0.12210883389540604,1.1177608301970899e-14,True,10.316332954256898,10.324084936023263,10.324860380860654,True
-14.8445,9.809189711058288,-0.12210079110832343,6.313890172061934e-15,True,10.316537275072209,10.324289572047848,10.325065046968101,True
-14.845,9.809314720023195,-0.12209274844387227,8.253259372701657e-15,True,10.31674158894724,10.324494202544813,10.325269714241847,True
-14.845500000000001,9.809439728112723,-0.12208470588161416,7.625058288637365e-15,True,10.316945895808916,10.324698824799391,10.32547436532568,True
-14.846000000000002,9.80956473532828,-0.12207666342789474,8.411542303580273e-15,True,10.317150195624645,10.324903440106135,10.32567901321668,True
-14.846500000000002,9.809689741671583,-0.12206862109049138,1.1587479136846635e-14,True,10.317354488480735,10.325108048654297,10.325883652588232,True
-14.847000000000003,9.809814747131647,-0.122060578815601,4.572178254219406e-15,True,10.317558774270449,10.325312650187941,10.326088289049048,True
-14.847500000000004,9.809939751723409,-0.12205253667518548,1.0925406890420803e-14,True,10.317763053027333,10.32551724470735,10.326292910027828,True
-14.848000000000004,9.810064755435826,-0.12204449461513604,6.772587951110447e-15,True,10.317967324800666,10.3257218324373,10.326497527639543,True
-14.848500000000005,9.810189758279774,-0.12203645268769049,1.0434324648588605e-14,True,10.318171589558355,10.325926412927062,10.326702143455837,True
-14.849000000000006,9.810314760248048,-0.12202841085737615,4.4367268087626334e-15,True,10.318375847338771,10.326130985595675,10.326906747322477,True
-14.849500000000006,9.810439761339026,-0.12202036911583819,6.75322301446426e-15,True,10.318580098002798,10.326335552098854,10.327111349473478,True
-14.850000000000007,9.810564761560583,-0.12201232750069609,4.0064286501198265e-15,True,10.318784341689982,10.326540111026498,10.327315935352052,True
-14.850500000000007,9.810689760902266,-0.12200428596079782,1.0269562977782698e-14,True,10.318988578350055,10.32674466295363,10.327520519391763,True
-14.851000000000008,9.810814759372866,-0.1219962445382168,1.523070615373935e-14,True,10.319192807994783,10.326949208794442,10.327725099342835,True
-14.851500000000009,9.810939756971777,-0.1219882032294951,6.864779284377786e-15,True,10.319397030643184,10.327153747400743,10.327929673187692,True
-14.85200000000001,9.8110647536908,-0.12198016199442392,8.78410253195682e-15,True,10.31960124613788,10.32735827779197,10.328134226093423,True
-14.85250000000001,9.811189749542095,-0.12197212089131744,1.5750402670301197e-14,True,10.319805454763351,10.327562802001385,10.328338785459197,True
-14.85300000000001,9.811314744517746,-0.12196407988138007,2.0082458459915766e-14,True,10.320009656293575,10.327767319643174,10.328543335051403,True
