m,f_re,f_im,f_R_hz,tau_s,Q,abs_res
-14.895500000000062,9.821936136271644,-0.12128097309932824,9.821936136271644,1.3122828670046092,40.49248569364441,1.5372580343201344e-14
-14.896000000000063,9.822061056524575,-0.1212729409866018,9.822061056524575,1.312369781726319,40.495682617319034,3.979805003092567e-15
-14.896500000000064,9.822185975913776,-0.12126490897970446,9.822185975913776,1.312456706816416,40.49887992559195,1.1422355192891215e-14
-14.897000000000064,9.822310894439395,-0.12125687707885009,9.822310894439395,1.3125436422744183,40.5020776184604,2.0763248414043573e-14
-14.897500000000065,9.822435812106967,-0.12124884530974255,9.822435812106967,1.3126305878238906,40.505275687428416,6.2498752595619185e-15
-14.898000000000065,9.822560728907787,-0.12124081363062733,9.822560728907787,1.3127175439186454,40.508474146475265,3.853929388444262e-15
-14.898500000000066,9.822685644837934,-0.12123278202242853,9.822685644837934,1.3128045107671544,40.51167300202968,5.513517773818103e-15
-14.899000000000067,9.82281055991287,-0.1212247505579032,9.82281055991287,1.3128914875834266,40.51487222991228,4.931440214964236e-15
-14.899500000000067,9.8229354741199,-0.121216719176388,9.8229354741199,1.3129784750262188,40.518071850410735,7.447602459741819e-15
-14.900000000000068,9.823060387467518,-0.12120868791763649,9.823060387467518,1.313065472666811,40.52127185034156,2.3314683517128287e-15
-14.900500000000068,9.823185299945559,-0.12120065673299657,9.823185299945559,1.3131524810340884,40.52447224599577,3.554447978966673e-15
-14.901000000000069,9.823310211560445,-0.12119262565237718,9.823310211560445,1.3132394998059318,40.52767302747088,1.6992216372873033e-15
-14.90150000000007,9.823435122321008,-0.12118459471706396,9.823435122321008,1.3133265285367561,40.5308741810636,1.0778315928076987e-15
-14.90200000000007,9.823560032212486,-0.1211765638567,9.823560032212486,1.3134135679908163,40.53407573031016,2.6535259329201464e-15
-14.902500000000071,9.823684941240062,-0.1211685330953166,9.823684941240062,1.3135006179095767,40.537277667264945,9.550499576785473e-15
-14.903000000000072,9.82380984940861,-0.12116050245544575,9.82380984940861,1.3135876780506193,40.540479984478075,1.0647148785970271e-14
-14.903500000000072,9.823934756709708,-0.12115247189676255,9.823934756709708,1.313674748852964,40.5436826954755,1.5116268490134552e-14
-14.904000000000073,9.82405966315313,-0.121144441465008,9.82405966315313,1.313761829822514,40.54688578505999,1.6736404963781187e-15
-14.904500000000073,9.824184568728596,-0.12113641111102921,9.824184568728596,1.3138489214941305,40.550089269708124,7.250529895255517e-15
-14.905000000000074,9.824309473440842,-0.12112838085676961,9.824309473440842,1.3139360236317443,40.553293142165295,1.5671457702085673e-14
