m,f_re,f_im,f_R_hz,tau_s,Q,abs_res
-14.854000000000012,9.811564731850794,-0.12194799818087866,9.811564731850794,1.305105007593726,40.22847803248827,2.981791189775536e-14
-14.854500000000012,9.811689724212728,-0.12193995751123059,9.811689724212728,1.3051910656704737,40.23164319746904,6.679816236361857e-15
-14.855000000000013,9.811814715695911,-0.12193191691764599,9.811814715695911,1.3052771342829799,40.234808751193945,1.115097306002763e-14
-14.855500000000013,9.811939706304562,-0.12192387642001253,9.811939706304562,1.3053632132202428,40.23797468718783,1.1201704679945691e-14
-14.856000000000014,9.812064696038846,-0.1219158360186183,9.812064696038846,1.3054493024810172,40.24114100542444,4.723669544294219e-15
-14.856500000000015,9.8121896849042,-0.12190779573922567,9.8121896849042,1.3055354017912477,40.24430769748952,8.29404220664454e-15
-14.857000000000015,9.812314672899117,-0.12189975557401833,9.812314672899117,1.3056215112363816,40.24747476602205,6.954641202201828e-15
-14.857500000000016,9.812439660019578,-0.12189171550307194,9.812439660019578,1.3057076310316127,40.25064221765048,1.233896894832203e-14
-14.858000000000017,9.812564646267194,-0.12188367553363745,9.812564646267194,1.3057937611011063,40.25381005005516,1.2053591726811642e-14
-14.858500000000017,9.81268963164232,-0.12187563566693974,9.81268963164232,1.305879901433557,40.25697826290038,7.154696162511531e-15
-14.859000000000018,9.812814616146296,-0.12186759590891574,9.812814616146296,1.3059660519671554,40.26014685429762,7.427093314020058e-15
-14.859500000000018,9.812939599777858,-0.12185955625295208,9.812939599777858,1.3060522127745706,40.26331582649324,1.7554167342883507e-14
-14.859999999999982,9.813064582533661,-0.12185151668243989,9.813064582533661,1.3061383840356522,40.26648518502942,1.6890812835436534e-14
-14.860000000000019,9.813064582533041,-0.12185151667940301,9.813064582533041,1.3061383840682048,40.26648518603042,6.0208490917174056e-15
-14.86050000000002,9.813189564423055,-0.12184347724183199,9.813189564423055,1.3062245652757305,40.269654915322526,1.6677382853692214e-14
