m,f_re,f_im,abs_res,success,sigma_min_1e-4,sigma_min_1e-5,sigma_min_1e-6,jac_reliable
-14.369999999999992,9.50101801451025,-0.30581514069530646,8.684340359918615e-13,True,118.9452669242628,120.38732548632937,120.53267595935161,True
-14.379999999999992,9.503752221369812,-0.30574226146525907,8.915860008917418e-13,True,119.02638166368712,120.46862486278651,120.61399369928692,True
-14.389999999999992,9.506486018962939,-0.30566952936590436,9.113225413330322e-13,True,119.10759123161885,120.55001430083036,120.69540086687562,True
-14.399999999999991,9.50921940876124,-0.3055969441865449,1.1075623236269257e-12,True,119.1888958106802,120.63149403636675,120.77689845852323,True
-14.409999999999991,9.51195239225662,-0.3055245054945015,5.560810006425774e-14,True,119.27029530858849,120.71306387982281,120.85848538424179,True
-14.419999999999991,9.514684970916454,-0.3054522130911246,6.201289443100731e-14,True,119.3517899206936,120.79472402585365,120.94016222969104,True
-14.42999999999999,9.51741714622456,-0.30538006659564854,2.418325002415885e-13,True,119.43337961442448,120.87647441325046,121.02192864376555,True
-14.43999999999999,9.520148919654883,-0.3053080657123748,3.5593860983835245e-14,True,119.51506446505147,120.95831511370788,121.1037849497024,True
-14.44999999999999,9.522880292681029,-0.3052362101340879,1.408203685231013e-13,True,119.59684453053441,121.04024612437829,121.18573113602815,True
-14.45999999999999,9.525611266776101,-0.30516449954361236,4.3515219421732556e-15,True,119.67871985399093,121.12226754484801,121.26776709966073,True
-14.46999999999999,9.528341843412218,-0.30509293361902823,2.222784630121524e-13,True,119.76069047421811,121.20437935431207,121.34989329826078,True
-14.47999999999999,9.531072024057284,-0.3050215120662011,2.660275999960155e-14,True,119.84275646263592,121.28658154484476,121.43210906816634,True
-14.48999999999999,9.533801810178048,-0.30495023458787196,2.2473758133547365e-13,True,119.92491787993241,121.36887420472077,121.51441464482437,True
-14.49999999999999,9.536531203243467,-0.3048791008500305,6.152942243479934e-14,True,120.00717475179304,121.45125735524904,121.5968104376923,True
-14.50999999999999,9.539260204716989,-0.3048081105596345,2.0262394485216662e-13,True,120.08952714510252,121.53373104403104,121.67929638668983,True
-14.519999999999989,9.541988816063588,-0.3047372633938817,3.04501592984176e-13,True,120.1719750842638,121.61629520549947,121.76187216635915,True
-14.529999999999989,9.544717038744368,-0.30466655905456225,1.8472884272566843e-13,True,120.25451863710516,121.69894995353143,121.8445379007695,True
-14.539999999999988,9.547444874222114,-0.3045959972123597,1.0853702062560439e-13,True,120.33715782042462,121.78169527911051,121.92729357851567,True
-14.549999999999988,9.550172323949552,-0.3045255776245921,2.884735570705206e-13,True,120.41989276173521,121.86453123501522,122.01013947928287,True
-14.559999999999988,9.552899389390692,-0.30445529992134274,3.346967423639226e-13,True,120.50272343060699,121.9474578519372,122.09307582164102,True
-14.569999999999988,9.555626072002234,-0.3043851637922562,3.5653429275602617e-13,True,120.58564986045145,122.0304750577263,122.17610182496746,True
-14.579999999999988,9.558352373234742,-0.3043151689740309,3.331089463361981e-13,True,120.66867215566488,122.1135830285391,122.25921818509804,True
-14.589999999999987,9.561078294546073,-0.30424531511694664,3.2012404607523844e-13,True,120.75179030241148,122.19678163928734,122.34242497931047,True
