C,H_turn_abs,Q,R_abs,abs_res,action_imag,action_points,action_real,case,f_I_Hz,f_R_Hz,f_lr,f_lr_Hz,im_res,optimizer_iterations,optimizer_objective,optimizer_success,p_max,r_minus_m,r_sp,r_sp_m,r_sp_mm,r_turn_imag_m,r_turn_real_m,re_res,start_f_I_Hz,start_f_R_Hz,status
0.0,,,,,,,,C_ZERO,,,,,,,,,,,,,,,,,,,NO_LIGHT_RING
0.0003845,2.2737367544323206e-13,78311.46747494665,1.0000002815745515,0.00020998274857391571,-9.826912256084453e-05,10000,0.7811728358763718,C_HALF,-5.747702054376209e-05,9.002219649739331,,12.350160999192898,7.313098192750916e-05,35,8.407281094545488e-05,False,180.56985659829206,0.009873054390127308,,0.009873054390127308,9.873054390127308,4.728423698298148e-07,0.03112468477464997,0.00019683651638091604,-0.0007650000000000001,8.645112699435028,OK
0.000769,2.2737378386342346e-13,7075.9445807489965,0.9973554051087101,0.00012112042574580805,-0.0013483492148933583,10000,0.7575095610761274,BASELINE,-0.0005869623085111486,8.306625532026764,,8.835443157444212,0.00011094431071026478,35,1.8802277020444934e-05,False,154.70654651708227,0.030265150841232814,,0.020087461380721258,20.08746138072126,8.108992826752022e-06,0.030265151172737162,4.859544684299166e-05,-0.0007650000000000001,8.172784920635895,OK
0.001538,1.3716235698681947e-12,39.75827211922148,0.735211028808463,0.6378267553734652,-0.3220650059595547,10000,0.3190854729974058,C_DOUBLE,-0.08489799484550926,6.75079516288804,,6.764468228977265,-0.5746795782953071,35,0.21431813682353007,False,74.58404713281132,0.011584229947488757,,0.03436314164907322,34.36314164907322,-0.0028450864586276946,0.030382846489319323,0.27670625609221444,-0.002255,6.764468228977265,OK
